CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,CounterExamples_10,Specificity_10,PRev_10,Pos_10,VarDist_10,RuleDist_10,CounterExamples_11,Specificity_11,PRev_11,Pos_11,VarDist_11,RuleDist_11,CounterExamples_12,Specificity_12,PRev_12,Pos_12,VarDist_12,RuleDist_12,CounterExamples_13,Specificity_13,PRev_13,Pos_13,VarDist_13,RuleDist_13,CounterExamples_14,Specificity_14,PRev_14,Pos_14,VarDist_14,RuleDist_14,CounterExamples_15,Specificity_15,PRev_15,Pos_15,VarDist_15,RuleDist_15,CounterExamples_16,Specificity_16,PRev_16,Pos_16,VarDist_16,RuleDist_16,CounterExamples_17,Specificity_17,PRev_17,Pos_17,VarDist_17,RuleDist_17,CounterExamples_18,Specificity_18,PRev_18,Pos_18,VarDist_18,RuleDist_18,CounterExamples_19,Specificity_19,PRev_19,Pos_19,VarDist_19,RuleDist_19,
45,17.0909,0.0650194,0,-1,12.5455,26,18.8,0.304294,0,-1,21.6364,34,17.3333,0.126612,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,37,21.4444,-1,0,-1,31.7273,34,21,-1,0,-1,31.7273,31,17.1111,-1,0,-1,28.5455,39,20.8182,0.0634369,1,-1,15.9091,46,17,-1,1,-1,28.4545,33,23,-1,0,-1,18.0909,29,22,-1,0,-1,17.0909,46,17.6667,0.0573588,0,-1,28.6364,37,22.2,0.0468533,1,-1,25.0909,33,15.6364,0.067579,0,-1,11.0909,37,20,-1,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,0.0644305,0,-1,34.2727,39,16.8889,0.0514373,1,-1,28,25,28.3636,-1,0,-1,23.4545,33,26,-1,0,-1,21.0909,
45,17.0909,-1,0,-1,12.5455,26,18.8,-1,0,-1,21.6364,34,17.3333,0.110759,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,38,21.3333,0.0577117,1,-1,31.6364,34,21,0.0629056,0,-1,31.7273,31,17.1111,-1,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,0.0789638,0,-1,28.4545,33,23,-1,0,-1,18.0909,29,22,-1,0,-1,17.0909,46,17.6667,0.0563292,0,-1,28.6364,37,22.2,0.0646024,0,-1,25.0909,33,15.6364,0.0675713,0,-1,11.0909,37,20,-1,0,-1,15.0909,30,18.6,0.0642747,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,39,16.8889,0.0592193,0,-1,28,26,25.8182,-1,1,-1,20.9091,33,26,-1,0,-1,21.0909,
45,17.0909,0.0641755,0,-1,12.5455,27,18.8,0.0315566,1,-1,21.6364,34,17.3333,-1,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,38,21.3333,0.059629,0,-1,31.6364,34,21,0.0627152,0,-1,31.7273,31,17.1111,-1,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,0.160113,0,-1,28.4545,33,23,0.0676146,0,-1,18.0909,29,22,-1,0,-1,17.0909,46,17.6667,0.0560226,0,-1,28.6364,37,22.2,-1,0,-1,25.0909,34,15.5455,-1,1,-1,11,37,20,-1,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,0.06911,0,-1,34.2727,39,16.8889,-1,0,-1,28,26,25.8182,0.0614684,0,-1,20.9091,33,26,-1,0,-1,21.0909,
45,17.0909,0.0640951,0,-1,12.5455,27,18.8,0.189494,0,-1,21.6364,34,17.3333,0.0716339,0,-1,28.3636,39,18.1818,0.0660703,0,-1,13.2727,38,21.3333,-1,0,-1,31.6364,34,21,0.0625768,0,-1,31.7273,31,17.1111,0.0556601,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,0.131189,0,-1,28.4545,33,23,-1,0,-1,18.0909,29,22,0.0808122,0,-1,17.0909,47,17.5556,-1,1,-1,28.5455,37,22.2,0.0639335,0,-1,25.0909,34,15.5455,0.127968,0,-1,11,37,20,-1,0,-1,15.0909,30,18.6,0.0632234,0,-1,21.4545,26,24.5556,0.068917,0,-1,34.2727,39,16.8889,0.0580444,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
45,17.0909,0.0636453,0,-1,12.5455,27,18.8,-1,0,-1,21.6364,34,17.3333,-1,0,-1,28.3636,39,18.1818,0.0658055,0,-1,13.2727,38,21.3333,0.0664055,0,-1,31.6364,34,21,0.0625036,0,-1,31.7273,31,17.1111,-1,0,-1,28.5455,39,20.8182,0.0658303,0,-1,15.9091,46,17,0.113471,0,-1,28.4545,33,23,0.067471,0,-1,18.0909,30,19.1818,-1,1,-1,14.2727,47,17.5556,-1,0,-1,28.5455,37,22.2,-1,0,-1,25.0909,34,15.5455,0.066902,0,-1,11,37,20,0.05682,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,39,16.8889,0.0571036,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0636214,0,-1,21.0909,
45,17.0909,0.0634285,0,-1,12.5455,27,18.8,-1,0,-1,21.6364,34,17.3333,0.106662,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,38,21.3333,-1,0,-1,31.6364,34,21,0.0623969,0,-1,31.7273,31,17.1111,0.0552936,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,-1,0,-1,28.4545,33,23,-1,0,-1,18.0909,30,19.1818,0.122757,0,-1,14.2727,48,17.4444,0.0559792,1,-1,28.4545,37,22.2,0.0632985,0,-1,25.0909,34,15.5455,0.100502,0,-1,11,37,20,-1,0,-1,15.0909,30,18.6,0.0669078,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,40,16.8889,-1,1,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
45,17.0909,0.0630533,0,-1,12.5455,27,18.8,-1,0,-1,21.6364,34,17.3333,-1,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,38,21.3333,-1,0,-1,31.6364,34,21,0.0623615,0,-1,31.7273,31,17.1111,-1,0,-1,28.5455,39,20.8182,0.0648913,0,-1,15.9091,46,17,0.0625411,0,-1,28.4545,33,23,0.0674372,0,-1,18.0909,30,19.1818,0.0584258,0,-1,14.2727,48,17.4444,0.0610807,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,34,15.5455,-1,0,-1,11,37,20,0.0559873,0,-1,15.0909,30,18.6,0.0668845,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,40,16.8889,0.0564567,0,-1,28,26,25.8182,0.0714573,0,-1,20.9091,33,26,0.0632453,0,-1,21.0909,
45,17.0909,0.0616396,0,-1,12.5455,27,18.8,0.0355049,0,-1,21.6364,34,17.3333,-1,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,38,21.3333,0.0556817,0,-1,31.6364,34,21,-1,0,-1,31.7273,31,17.1111,0.0540516,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,-1,0,-1,28.4545,33,23,-1,0,-1,18.0909,30,19.1818,0.116537,0,-1,14.2727,48,17.4444,-1,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,34,15.5455,-1,0,-1,11,38,20,-1,1,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,40,16.8889,0.0558127,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0629334,0,-1,21.0909,
45,17.0909,0.0626736,0,-1,12.5455,27,18.8,0.103992,0,-1,21.6364,34,17.3333,0.0667241,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,38,21.3333,-1,0,-1,31.6364,34,21,0.0611929,0,-1,31.7273,32,17.1111,0.0555682,1,-1,28.5455,39,20.8182,0.0641667,0,-1,15.9091,46,17,-1,0,-1,28.4545,33,23,-1,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,48,17.4444,-1,0,-1,28.4545,37,22.2,0.0636379,0,-1,25.0909,34,15.5455,-1,0,-1,11,38,20,0.0562527,0,-1,15.0909,30,18.6,0.062806,0,-1,21.4545,26,24.5556,0.0685267,0,-1,34.2727,40,16.8889,0.0556245,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,0.0624452,1,-1,12.5455,27,18.8,0.0313666,0,-1,21.6364,34,17.3333,0.0641534,0,-1,28.3636,39,18.1818,-1,0,-1,13.2727,38,21.3333,0.0651237,0,-1,31.6364,34,21,0.0607775,0,-1,31.7273,32,17.1111,-1,0,-1,28.5455,39,20.8182,0.0641072,0,-1,15.9091,46,17,0.0311764,0,-1,28.4545,33,23,-1,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,48,17.4444,0.059777,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,34,15.5455,0.0775872,0,-1,11,38,20,-1,0,-1,15.0909,30,18.6,0.0668773,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,40,16.8889,0.0544279,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,27,18.8,0.0841727,0,-1,21.6364,34,17.3333,-1,0,-1,28.3636,39,18.1818,0.0655103,0,-1,13.2727,38,21.3333,-1,0,-1,31.6364,34,21,-1,0,-1,31.7273,32,17.1111,0.0555425,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,0.0935727,0,-1,28.4545,33,23,0.0673115,0,-1,18.0909,30,19.1818,0.109173,0,-1,14.2727,48,17.4444,0.0592661,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,34,15.5455,-1,0,-1,11,38,20,0.0561194,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,40,16.8889,0.0542118,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,0.0634277,0,-1,12.5455,27,18.8,-1,0,-1,21.6364,34,17.3333,-1,0,-1,28.3636,39,18.1818,0.0670519,0,-1,13.2727,38,21.3333,0.0645643,0,-1,31.6364,34,21,-1,0,-1,31.7273,32,17.1111,0.0537316,0,-1,28.5455,39,20.8182,0.0639966,0,-1,15.9091,46,17,0.085976,0,-1,28.4545,33,23,-1,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,-1,1,-1,28.4545,37,22.2,0.0631928,0,-1,25.0909,34,15.5455,0.0709546,0,-1,11,38,20,0.0559993,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,0.0683894,0,-1,34.2727,40,16.8889,0.0555988,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,0.0620857,0,-1,12.5455,28,18.8,0.031544,1,-1,21.6364,34,17.3333,0.0937173,0,-1,28.3636,39,18.1818,0.0670398,0,-1,13.2727,38,21.3333,-1,0,-1,31.6364,34,21,-1,0,-1,31.7273,32,17.1111,-1,0,-1,28.5455,39,20.8182,0.0639257,0,-1,15.9091,46,17,-1,0,-1,28.4545,33,23,-1,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,-1,0,-1,28.4545,37,22.2,0.0629404,0,-1,25.0909,34,15.5455,-1,0,-1,11,38,20,0.055877,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,0.0638964,0,-1,34.2727,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0625731,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,28,18.8,0.070487,0,-1,21.6364,34,17.3333,0.0634657,0,-1,28.3636,39,18.1818,0.0669959,0,-1,13.2727,38,21.3333,0.0639672,0,-1,31.6364,34,21,-1,0,-1,31.7273,32,17.1111,-1,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,-1,0,-1,28.4545,33,23,-1,0,-1,18.0909,30,19.1818,0.0996537,0,-1,14.2727,49,17.4444,0.0573987,0,-1,28.4545,37,22.2,0.0627744,0,-1,25.0909,35,15.4545,-1,1,-1,10.9091,38,20,0.0552599,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,0.0683186,0,-1,34.2727,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0621412,0,-1,21.0909,
46,17.0909,0.0602775,0,-1,12.5455,29,18.8,-1,1,-1,21.6364,34,17.3333,0.0328558,0,-1,28.3636,39,18.1818,0.0669804,0,-1,13.2727,38,21.3333,0.0634712,0,-1,31.6364,34,21,0.0607747,0,-1,31.7273,32,17.1111,-1,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,-1,0,-1,28.4545,33,23,0.0672774,0,-1,18.0909,30,19.1818,0.0862108,0,-1,14.2727,49,17.4444,0.05721,0,-1,28.4545,37,22.2,0.0582741,0,-1,25.0909,35,15.4545,-1,0,-1,10.9091,38,20,0.0557969,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,0.0682515,0,-1,34.2727,40,16.8889,-1,0,-1,28,26,25.8182,0.0598462,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,0.0622784,0,-1,21.6364,34,17.3333,0.0845886,0,-1,28.3636,39,18.1818,0.0646749,0,-1,13.2727,38,21.3333,0.0630606,0,-1,31.6364,34,21,0.0607631,0,-1,31.7273,32,17.1111,-1,0,-1,28.5455,39,20.8182,0.0637456,0,-1,15.9091,46,17,0.077633,0,-1,28.4545,34,23,-1,1,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,0.0570567,0,-1,28.4545,37,22.2,0.0607009,0,-1,25.0909,35,15.4545,0.054915,0,-1,10.9091,38,20,0.0557293,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,0.0637585,0,-1,34.2727,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0618565,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,0.061402,0,-1,21.6364,34,17.3333,-1,0,-1,28.3636,40,18.1818,0.0667871,1,-1,13.2727,38,21.3333,-1,0,-1,31.6364,34,21,-1,0,-1,31.7273,32,17.1111,-1,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,-1,0,-1,28.4545,34,23,0.0672554,0,-1,18.0909,30,19.1818,0.0824059,0,-1,14.2727,49,17.4444,0.0569316,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,35,15.4545,0.0609179,0,-1,10.9091,38,20,0.0556864,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,26,24.5556,-1,0,-1,34.2727,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0617826,0,-1,21.0909,
46,17.0909,0.0620224,0,-1,12.5455,29,18.8,0.0611686,0,-1,21.6364,34,17.3333,-1,0,-1,28.3636,40,18.1818,-1,0,-1,13.2727,39,21.3333,0.0546494,1,-1,31.6364,35,22.5,-1,1,-1,25.3636,32,17.1111,-1,0,-1,28.5455,39,20.8182,0.0636923,0,-1,15.9091,46,17,-1,0,-1,28.4545,34,23,-1,0,-1,18.0909,30,19.1818,0.0743482,0,-1,14.2727,49,17.4444,-1,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,36,15.4545,0.0578721,1,-1,10.9091,38,20,0.0556148,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,27,25,0.0637365,1,-1,27.2727,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,0.0616921,0,-1,12.5455,29,18.8,0.0608613,0,-1,21.6364,35,17.3333,0.0804126,1,-1,28.3636,40,18.1818,0.0646605,0,-1,13.2727,39,21.3333,0.0845486,0,-1,31.6364,35,22.5,0.566774,0,-1,25.3636,33,17.1111,0.0524197,1,-1,28.5455,39,20.8182,0.0633262,0,-1,15.9091,46,17,0.0750694,0,-1,28.4545,34,23,0.0672243,0,-1,18.0909,30,19.1818,0.0727955,0,-1,14.2727,49,17.4444,-1,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,36,15.4545,0.0970617,0,-1,10.9091,38,20,0.0546724,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,27,25,0.581746,0,-1,27.2727,40,16.8889,-1,0,-1,28,26,25.8182,0.0582109,0,-1,20.9091,33,26,0.061771,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,35,17.3333,-1,0,-1,28.3636,40,18.1818,-1,0,-1,13.2727,39,21.3333,0.0794275,0,-1,31.6364,35,22.5,0.303465,0,-1,25.3636,33,17.1111,-1,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,46,17,0.0729684,0,-1,28.4545,35,23,0.0521327,1,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,0.0565431,0,-1,28.4545,37,22.2,0.0603104,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,38,20,0.0555782,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,28,24.9,-1,1,-1,27.1818,40,16.8889,0.0555006,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0611993,0,-1,21.0909,
46,17.0909,0.0600944,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,35,17.3333,-1,0,-1,28.3636,40,18.1818,0.0642204,0,-1,13.2727,39,21.3333,-1,0,-1,31.6364,35,22.5,-1,0,-1,25.3636,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0630887,0,-1,15.9091,47,13.4444,-1,1,-1,25.5455,35,23,0.0650933,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,-1,0,-1,28.4545,37,22.2,0.0556356,0,-1,25.0909,36,15.4545,0.0702399,0,-1,10.9091,38,20,-1,0,-1,15.0909,30,18.6,-1,0,-1,21.4545,28,24.9,0.308833,0,-1,27.1818,40,16.8889,0.05406,0,-1,28,26,25.8182,0.0578319,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,0.0604358,0,-1,21.6364,35,17.3333,-1,0,-1,28.3636,40,18.1818,0.0641007,0,-1,13.2727,39,21.3333,0.0748166,0,-1,31.6364,35,22.5,0.157879,0,-1,25.3636,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0630602,0,-1,15.9091,47,13.4444,0.0712816,0,-1,25.5455,35,23,-1,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,0.0564424,0,-1,28.4545,37,22.2,0.0556028,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,38,20,-1,0,-1,15.0909,31,18.6,0.0667326,1,-1,21.4545,28,24.9,-1,0,-1,27.1818,40,16.8889,0.0554616,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,35,17.3333,0.0633876,0,-1,28.3636,40,18.1818,-1,0,-1,13.2727,39,21.3333,0.0730496,0,-1,31.6364,35,22.5,-1,0,-1,25.3636,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0629709,0,-1,15.9091,47,13.4444,-1,0,-1,25.5455,35,23,-1,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,0.0563506,0,-1,28.4545,37,22.2,0.0589381,0,-1,25.0909,36,15.4545,0.0831493,0,-1,10.9091,38,20,0.0546001,0,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,0.209989,0,-1,27.1818,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,0.0583939,0,-1,12.5455,29,18.8,0.0599116,0,-1,21.6364,36,17.3333,0.249084,1,-1,28.3636,40,18.1818,-1,0,-1,13.2727,39,21.3333,-1,0,-1,31.6364,36,22.4,-1,1,-1,25.2727,33,17.1111,0.0556306,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,47,13.4444,-1,0,-1,25.5455,35,23,-1,0,-1,18.0909,30,19.1818,-1,0,-1,14.2727,49,17.4444,0.056263,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,36,15.4545,0.0715631,0,-1,10.9091,38,20,-1,0,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,-1,0,-1,27.1818,40,16.8889,0.0554309,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0604535,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,0.0806134,1,-1,28.3636,40,18.1818,0.0637969,0,-1,13.2727,39,21.3333,0.0708549,0,-1,31.6364,36,22.4,-1,0,-1,25.2727,33,17.1111,-1,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,47,13.4444,-1,0,-1,25.5455,35,23,-1,0,-1,18.0909,31,19.1818,0.160114,1,-1,14.2727,49,17.4444,0.0561774,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,38,20,0.0542768,0,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,-1,0,-1,27.1818,40,16.8889,0.0554133,0,-1,28,26,25.8182,0.0566947,0,-1,20.9091,33,26,0.0594787,0,-1,21.0909,
46,17.0909,0.0580462,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,0.361533,0,-1,28.3636,40,18.1818,0.0633639,0,-1,13.2727,39,21.3333,-1,0,-1,31.6364,36,22.4,-1,0,-1,25.2727,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0580164,0,-1,15.9091,47,13.4444,0.0697105,0,-1,25.5455,35,23,-1,0,-1,18.0909,31,19.1818,-1,0,-1,14.2727,49,17.4444,0.0550822,0,-1,28.4545,37,22.2,-1,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,38,20,0.054238,0,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,-1,0,-1,27.1818,40,16.8889,0.0553885,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,-1,0,-1,28.3636,40,18.1818,-1,0,-1,13.2727,39,21.3333,-1,0,-1,31.6364,37,22.4,0.187993,1,-1,25.2727,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0566829,0,-1,15.9091,47,13.4444,0.0684314,0,-1,25.5455,35,23,-1,0,-1,18.0909,31,19.1818,-1,0,-1,14.2727,50,17.3333,0.0550787,1,-1,28.3636,37,22.2,-1,0,-1,25.0909,36,15.4545,0.0669049,0,-1,10.9091,38,20,0.0542345,0,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,0.0579157,0,-1,27.1818,40,16.8889,0.0539595,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,-1,0,-1,28.3636,40,18.1818,0.0632859,0,-1,13.2727,39,21.3333,-1,0,-1,31.6364,37,22.4,-1,0,-1,25.2727,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0565228,0,-1,15.9091,47,13.4444,0.0673398,0,-1,25.5455,35,23,-1,0,-1,18.0909,31,19.1818,-1,0,-1,14.2727,50,17.3333,-1,0,-1,28.3636,37,22.2,-1,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,38,20,-1,0,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,0.157368,0,-1,27.1818,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,-1,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,-1,0,-1,28.3636,40,18.1818,-1,0,-1,13.2727,39,21.3333,0.0696465,0,-1,31.6364,37,22.4,0.185748,0,-1,25.2727,33,17.1111,0.0554886,0,-1,28.5455,39,20.8182,-1,0,-1,15.9091,47,13.4444,0.0663819,0,-1,25.5455,35,23,0.0660591,0,-1,18.0909,31,19.1818,-1,0,-1,14.2727,50,17.3333,-1,0,-1,28.3636,37,22.2,0.0549123,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,38,20,-1,0,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,-1,0,-1,27.1818,40,16.8889,-1,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0578114,0,-1,21.0909,
46,17.0909,0.0579996,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,-1,0,-1,28.3636,40,18.1818,0.0629014,0,-1,13.2727,39,21.3333,0.0625496,0,-1,31.6364,37,22.4,-1,0,-1,25.2727,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0556694,0,-1,15.9091,47,13.4444,0.0661637,0,-1,25.5455,35,23,-1,0,-1,18.0909,31,19.1818,-1,0,-1,14.2727,50,17.3333,0.0547689,0,-1,28.3636,37,22.2,0.0579903,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,39,20,-1,1,-1,15.0909,31,18.6,-1,0,-1,21.4545,28,24.9,-1,0,-1,27.1818,40,16.8889,0.0551768,0,-1,28,26,25.8182,-1,0,-1,20.9091,33,26,0.0569132,0,-1,21.0909,
46,17.0909,0.0572908,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,0.191892,0,-1,28.3636,40,18.1818,0.0627425,0,-1,13.2727,40,17.8889,0.0560172,1,-1,28.8182,37,22.4,-1,0,-1,25.2727,33,17.1111,-1,0,-1,28.5455,39,20.8182,0.0624602,0,-1,15.9091,47,13.4444,-1,0,-1,25.5455,35,23,0.0639018,0,-1,18.0909,31,19.1818,-1,0,-1,14.2727,50,17.3333,-1,0,-1,28.3636,37,22.2,-1,0,-1,25.0909,36,15.4545,-1,0,-1,10.9091,39,20,-1,0,-1,15.0909,31,18.6,0.0622867,0,-1,21.4545,28,24.9,0.128266,0,-1,27.1818,40,16.8889,0.0536011,0,-1,28,27,22.7273,0.0558535,1,-1,17.8182,33,26,0.0561064,0,-1,21.0909,
46,17.0909,-1,0,-1,12.5455,29,18.8,-1,0,-1,21.6364,37,17.3333,0.0629723,0,-1,28.3636,40,18.1818,0.0616454,0,-1,13.2727,40,17.8889,-1,0,-1,28.8182,37,22.4,0.129312,0,-1,25.2727,34,17.1111,-1,1,-1,28.5455,39,20.8182,-1,0,-1,15.9091,47,13.4444,0.0630529,0,-1,25.5455,35,23,0.0632387,0,-1,18.0909,32,19.1818,0.0829726,1,-1,14.2727,50,17.3333,-1,0,-1,28.3636,37,22.2,-1,0,-1,25.0909,36,15.4545,0.0667411,0,-1,10.9091,39,20,-1,0,-1,15.0909,32,18.6,-1,1,-1,21.4545,28,24.9,-1,0,-1,27.1818,40,16.8889,0.0551687,0,-1,28,27,22.7273,0.282912,0,-1,17.8182,33,26,-1,0,-1,21.0909,
